userid,movieid,ratings,timestamp,titles,genres
1369,3354,4,974769576,Mission to Mars (2000),Sci-Fi
1369,1750,1,974769362,Star Kid (1997),Adventure|Children's|Fantasy|Sci-Fi
1370,2719,2,974769125,"Haunting, The (1999)",Horror|Thriller
1370,1771,1,974768059,Night Flier (1997),Horror
1370,2722,2,974768243,Deep Blue Sea (1999),Action|Sci-Fi|Thriller
1371,3357,5,974848560,East-West (Est-ouest) (1999),Drama|Romance
1371,3536,4,974848560,Keeping the Faith (2000),Comedy|Romance
1371,318,5,974848158,"Shawshank Redemption, The (1994)",Drama
1372,2719,1,974769041,"Haunting, The (1999)",Horror|Thriller
1372,2571,4,974769934,"Matrix, The (1999)",Action|Sci-Fi|Thriller
1372,2713,3,974769094,Lake Placid (1999),Horror|Thriller
1373,2529,4,974768694,Planet of the Apes (1968),Action|Sci-Fi
1373,3527,2,974768801,Predator (1987),Action|Sci-Fi|Thriller
1373,2716,4,974767749,Ghostbusters (1984),Comedy|Horror
1374,150,3,974769662,Apollo 13 (1995),Drama
1374,300,3,974769662,Quiz Show (1994),Drama
1374,318,4,974768313,"Shawshank Redemption, The (1994)",Drama
1375,1911,1,974767861,Doctor Dolittle (1998),Comedy
1375,2716,4,974767948,Ghostbusters (1984),Comedy|Horror
1375,2581,4,974768117,Never Been Kissed (1999),Comedy|Romance
1376,2598,3,974768045,Pushing Tin (1999),Comedy
1376,1911,3,974767637,Doctor Dolittle (1998),Comedy
1376,2734,4,974767954,"Mosquito Coast, The (1986)",Drama
1377,2540,2,974774273,"Corruptor, The (1999)",Action|Crime|Drama|Thriller
1377,1744,3,974774627,Firestorm (1998),Action|Adventure|Thriller
1377,2549,3,974770583,Wing Commander (1999),Action|Sci-Fi
1378,1912,3,974767431,Out of Sight (1998),Action|Crime|Romance
1378,3176,2,974767650,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller
1378,898,5,974767393,"Philadelphia Story, The (1940)",Comedy|Romance
1379,2355,4,974768019,"Bug's Life, A (1998)",Animation|Children's|Comedy
1379,2908,4,974766884,Boys Don't Cry (1999),Drama
1379,3160,3,974767672,Magnolia (1999),Drama
1380,2540,3,975012673,"Corruptor, The (1999)",Action|Crime|Drama|Thriller
1380,1597,4,974947412,Conspiracy Theory (1997),Action|Mystery|Romance|Thriller
1380,2396,3,974947856,Shakespeare in Love (1998),Comedy|Romance
1381,3555,4,974767908,U-571 (2000),Action|Thriller
1381,318,4,974767651,"Shawshank Redemption, The (1994)",Drama
1381,11,4,974767366,"American President, The (1995)",Comedy|Drama|Romance
1382,3467,5,975135781,Hud (1963),Drama|Western
1382,1927,4,975135781,All Quiet on the Western Front (1930),War
1382,3629,3,975135616,"Gold Rush, The (1925)",Comedy
1383,2558,2,976321945,Forces of Nature (1999),Comedy|Romance
1383,3359,4,974767366,Breaking Away (1979),Drama
1383,104,3,976148907,Happy Gilmore (1996),Comedy
1384,2571,5,974858717,"Matrix, The (1999)",Action|Sci-Fi|Thriller
1384,1580,4,974765967,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi
1384,110,4,974765805,Braveheart (1995),Action|Drama|War
1385,1337,4,974765701,"Body Snatcher, The (1945)",Horror
1385,551,3,974766115,"Nightmare Before Christmas, The (1993)",Children's|Comedy|Musical
1385,527,4,974765798,Schindler's List (1993),Drama|War
1386,318,4,975345005,"Shawshank Redemption, The (1994)",Drama
1386,2355,4,975347723,"Bug's Life, A (1998)",Animation|Children's|Comedy
1386,1772,3,975346399,Blues Brothers 2000 (1998),Action|Comedy|Musical
1387,858,5,974765069,"Godfather, The (1972)",Action|Crime|Drama
1387,1580,3,974765821,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi
1387,1719,4,974766834,"Sweet Hereafter, The (1997)",Drama
1388,2707,4,974765585,Arlington Road (1999),Thriller
1388,2391,5,974765389,"Simple Plan, A (1998)",Crime|Thriller
1388,3176,5,974765518,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller
1389,1758,5,1038286187,Dangerous Beauty (1998),Drama
1389,2700,4,974766664,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy
1389,3505,5,974939613,No Way Out (1987),Thriller
1390,2571,3,1018907448,"Matrix, The (1999)",Action|Sci-Fi|Thriller
1390,2570,4,1016497249,"Walk on the Moon, A (1999)",Drama|Romance
1390,2716,4,980489627,Ghostbusters (1984),Comedy|Horror
1391,1721,5,974765044,Titanic (1997),Drama|Romance
1391,1732,3,974770760,"Big Lebowski, The (1998)",Comedy|Crime|Mystery|Thriller
1391,1587,2,974861944,Conan the Barbarian (1982),Action|Adventure
1392,24,3,974765547,Powder (1995),Drama|Sci-Fi
1392,21,3,974764875,Get Shorty (1995),Action|Comedy|Drama
1392,1957,3,974767968,Chariots of Fire (1981),Drama
1393,3198,3,974764418,Papillon (1973),Drama
1393,2391,2,975359437,"Simple Plan, A (1998)",Crime|Thriller
1393,2395,2,975359842,Rushmore (1998),Comedy
1394,3300,1,974764389,Pitch Black (2000),Action|Sci-Fi
1394,1961,3,974764029,Rain Man (1988),Drama
1394,110,2,974764196,Braveheart (1995),Action|Drama|War
1395,1909,4,985550042,"X-Files: Fight the Future, The (1998)",Mystery|Sci-Fi|Thriller
1395,162,5,975005391,Crumb (1994),Documentary
1395,1772,3,1004127778,Blues Brothers 2000 (1998),Action|Comedy|Musical
1396,2395,4,974765048,Rushmore (1998),Comedy
1396,2396,5,974764184,Shakespeare in Love (1998),Comedy|Romance
1396,2542,4,974764999,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller
1397,858,4,974764308,"Godfather, The (1972)",Action|Crime|Drama
1397,32,4,974763931,Twelve Monkeys (1995),Drama|Sci-Fi
1397,1965,2,974763903,Repo Man (1984),Comedy|Sci-Fi
1398,110,4,974763936,Braveheart (1995),Action|Drama|War
1398,480,4,974763962,Jurassic Park (1993),Action|Adventure|Sci-Fi
1398,2160,3,974763796,Rosemary's Baby (1968),Horror|Thriller
1399,1769,3,974766055,"Replacement Killers, The (1998)",Action|Thriller
1399,150,4,1008602338,Apollo 13 (1995),Drama
1399,2706,4,974767429,American Pie (1999),Comedy
1400,1912,4,974766057,Out of Sight (1998),Action|Crime|Romance
1400,162,2,974765885,Crumb (1994),Documentary
1400,2571,5,974765774,"Matrix, The (1999)",Action|Sci-Fi|Thriller
1401,1041,4,974763322,Secrets & Lies (1996),Drama
1401,36,4,974763706,Dead Man Walking (1995),Drama
1401,34,4,974763557,Babe (1995),Children's|Comedy|Drama
1402,1912,3,974763708,Out of Sight (1998),Action|Crime|Romance
1402,2396,5,974763554,Shakespeare in Love (1998),Comedy|Romance
1402,123,3,974764075,Chungking Express (1994),Drama|Mystery|Romance
1403,2571,5,974764071,"Matrix, The (1999)",Action|Sci-Fi|Thriller
1403,126,3,974763972,"NeverEnding Story III, The (1994)",Adventure|Children's|Fantasy
1403,1914,3,974763546,Smoke Signals (1998),Comedy|Drama
1404,3361,3,974764820,Bull Durham (1988),Comedy
1404,3363,3,974764581,American Graffiti (1973),Comedy|Drama
1404,1904,3,974765557,Henry Fool (1997),Comedy|Drama
1405,2366,2,974766484,King Kong (1933),Action|Adventure|Horror
1405,858,4,974766199,"Godfather, The (1972)",Action|Crime|Drama
1405,1387,4,974766512,Jaws (1975),Action|Horror
1406,1721,3,974762499,Titanic (1997),Drama|Romance
1406,2986,2,974762558,Robocop 2 (1990),Action|Crime|Sci-Fi
1406,2023,5,974762533,"Godfather: Part III, The (1990)",Action|Crime|Drama
1407,300,4,974764271,Quiz Show (1994),Drama
1407,1916,4,974764442,Buffalo 66 (1998),Action|Comedy|Drama
1407,1914,4,974763747,Smoke Signals (1998),Comedy|Drama
1408,1785,2,974762500,King of New York (1990),Action|Crime
1408,1586,2,974763198,G.I. Jane (1997),Action|Drama|War
1408,1597,2,974762924,Conspiracy Theory (1997),Action|Mystery|Romance|Thriller
1409,2906,3,974761849,Random Hearts (1999),Drama|Romance
1409,2571,4,974763438,"Matrix, The (1999)",Action|Sci-Fi|Thriller
1409,32,5,974762894,Twelve Monkeys (1995),Drama|Sci-Fi
1410,2748,3,974765140,Allan Quartermain and the Lost City of Gold (1987),Action|Adventure
1410,1942,5,974765140,All the King's Men (1949),Drama
1410,1927,5,974765140,All Quiet on the Western Front (1930),War
1411,2580,4,974761871,Go (1999),Crime
1411,2572,2,974761543,10 Things I Hate About You (1999),Comedy|Romance
1411,2716,2,974761871,Ghostbusters (1984),Comedy|Horror
1412,1562,1,974761602,Batman & Robin (1997),Action|Adventure|Crime
1412,1221,4,974761659,"Godfather: Part II, The (1974)",Action|Crime|Drama
1412,3176,5,974761286,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller
1413,3515,3,976052566,Me Myself I (2000),Comedy
1413,3354,5,998094082,Mission to Mars (2000),Sci-Fi
1413,3504,5,985396586,Network (1976),Comedy|Drama
1414,2720,1,974760740,Inspector Gadget (1999),Action|Adventure|Children's|Comedy
1414,165,5,974761084,Die Hard: With a Vengeance (1995),Action|Thriller
1414,163,3,974761106,Desperado (1995),Action|Romance|Thriller
1415,162,5,993497058,Crumb (1994),Documentary
1415,3362,3,993496825,Dog Day Afternoon (1975),Comedy|Crime|Drama
1415,3363,3,974760540,American Graffiti (1973),Comedy|Drama
1416,118,5,974760341,If Lucy Fell (1996),Comedy|Romance
1416,2976,2,975225631,Bringing Out the Dead (1999),Drama|Horror
1416,2959,4,975225739,Fight Club (1999),Drama
1417,3744,3,974760653,Shaft (2000),Action|Crime
1417,3510,3,974761395,Frequency (2000),Drama|Thriller
1417,3534,2,974760576,28 Days (2000),Comedy
1418,2700,1,974762079,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy
1418,2707,1,974759886,Arlington Road (1999),Thriller
1418,2706,4,974761167,American Pie (1999),Comedy
1419,3535,3,974760643,American Psycho (2000),Comedy|Horror|Thriller
1419,3534,4,974761622,28 Days (2000),Comedy
1419,3512,5,974760643,Return to Me (2000),Drama|Romance
1420,164,2,975346937,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller
1420,176,4,974767389,Living in Oblivion (1995),Comedy
1420,318,5,974767155,"Shawshank Redemption, The (1994)",Drama
1421,3504,5,974846154,Network (1976),Comedy|Drama
1421,1732,3,1009762636,"Big Lebowski, The (1998)",Comedy|Crime|Mystery|Thriller
1421,117,5,1017609578,"Young Poisoner's Handbook, The (1995)",Crime
1422,3508,3,985625074,"Outlaw Josey Wales, The (1976)",Western
1422,3198,5,979163834,Papillon (1973),Drama
1422,2396,4,975693028,Shakespeare in Love (1998),Comedy|Romance
1423,2541,4,974759953,Cruel Intentions (1999),Drama
1423,2542,5,974759565,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller
1423,2706,5,974759924,American Pie (1999),Comedy
1424,188,3,974759333,"Prophecy, The (1995)",Horror
1424,1387,5,974759183,Jaws (1975),Action|Horror
1424,1717,4,974759416,Scream 2 (1997),Horror|Thriller
1425,1909,4,974840352,"X-Files: Fight the Future, The (1998)",Mystery|Sci-Fi|Thriller
1425,2565,2,974762448,"King and I, The (1956)",Musical
1425,3365,5,977591694,"Searchers, The (1956)",Western
1426,1917,1,978538869,Armageddon (1998),Action|Adventure|Sci-Fi|Thriller
1426,3384,4,984514744,"Taking of Pelham One Two Three, The (1974)",Action
1426,2580,2,975441735,Go (1999),Crime
1427,144,4,974840189,"Brothers McMullen, The (1995)",Comedy
1427,2700,2,974842958,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy
1427,2701,3,974841126,Wild Wild West (1999),Action|Sci-Fi|Western
1428,3547,5,975167109,Prick Up Your Ears (1987),Drama
1428,175,5,975167109,Kids (1995),Drama
1428,144,4,975167553,"Brothers McMullen, The (1995)",Comedy
1429,1171,3,974758939,Bob Roberts (1992),Comedy
1429,555,3,974758747,True Romance (1993),Action|Crime|Romance
1429,551,2,974758870,"Nightmare Before Christmas, The (1993)",Children's|Comedy|Musical
1430,3534,2,974761580,28 Days (2000),Comedy
1430,2762,4,974761069,"Sixth Sense, The (1999)",Thriller
1430,1784,5,974758837,As Good As It Gets (1997),Comedy|Drama
1431,2160,3,974759100,Rosemary's Baby (1968),Horror|Thriller
1431,551,2,974759100,"Nightmare Before Christmas, The (1993)",Children's|Comedy|Musical
1431,1210,4,974758726,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War
1432,3534,3,974758959,28 Days (2000),Comedy
1432,3176,3,974759616,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller
1432,110,4,974758599,Braveheart (1995),Action|Drama|War
1433,1556,2,974760860,Speed 2: Cruise Control (1997),Action|Romance|Thriller
1433,1562,3,974760779,Batman & Robin (1997),Action|Adventure|Crime
1433,1722,5,974760133,Tomorrow Never Dies (1997),Action|Romance|Thriller
1434,2555,4,974847739,Baby Geniuses (1999),Comedy
1434,1750,1,974845858,Star Kid (1997),Adventure|Children's|Fantasy|Sci-Fi
1434,2552,1,974762216,My Boyfriend's Back (1993),Comedy
1435,3173,3,974758968,Any Given Sunday (1999),Drama
1435,3327,2,974758033,Beyond the Mat (2000),Documentary
1435,2558,3,974757820,Forces of Nature (1999),Comedy|Romance
1436,2724,4,974759499,Runaway Bride (1999),Comedy|Romance
1436,2572,4,974758409,10 Things I Hate About You (1999),Comedy|Romance
1436,2716,4,974758980,Ghostbusters (1984),Comedy|Horror
1437,3384,5,974759442,"Taking of Pelham One Two Three, The (1974)",Action
1437,3543,4,974760174,Diner (1982),Comedy|Drama
1437,2729,5,974760947,Lolita (1962),Drama
1438,2572,3,974757721,10 Things I Hate About You (1999),Comedy|Romance
1438,2718,4,974757952,Drop Dead Gorgeous (1999),Comedy
1438,1911,3,974757952,Doctor Dolittle (1998),Comedy
1439,3872,4,974757407,"Suddenly, Last Summer (1959)",Drama
1439,2303,3,974757407,Nashville (1975),Drama|Musical
1439,2186,4,974757709,Strangers on a Train (1951),Film-Noir|Thriller
1440,1947,3,974757399,West Side Story (1961),Musical|Romance
1440,11,2,974758384,"American President, The (1995)",Comedy|Drama|Romance
1440,16,4,974758056,Casino (1995),Drama|Thriller
1441,1777,5,974759036,"Wedding Singer, The (1998)",Comedy|Romance
1441,1923,5,974758536,There's Something About Mary (1998),Comedy
1441,2598,4,974759562,Pushing Tin (1999),Comedy
1442,2712,3,974761927,Eyes Wide Shut (1999),Drama
1442,2571,5,974757372,"Matrix, The (1999)",Action|Sci-Fi|Thriller
1442,3375,3,974760365,Destination Moon (1950),Sci-Fi
1443,1952,5,974757686,Midnight Cowboy (1969),Drama
1443,318,5,974757581,"Shawshank Redemption, The (1994)",Drama
1443,3366,3,974757772,Where Eagles Dare (1969),Action|Adventure|War
1444,3301,4,974757851,"Whole Nine Yards, The (2000)",Comedy|Crime
1444,110,4,974757141,Braveheart (1995),Action|Drama|War
1444,3512,4,974757719,Return to Me (2000),Drama|Romance
1445,193,5,974757674,Showgirls (1995),Drama
1445,3702,4,974757428,Mad Max (1979),Action|Sci-Fi
1445,3703,5,974757428,Mad Max 2 (a.k.a. The Road Warrior) (1981),Action|Sci-Fi
1446,2511,4,974759584,"Long Goodbye, The (1973)",Crime
1446,1580,4,974757160,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi
1446,110,4,974757062,Braveheart (1995),Action|Drama|War
1447,2718,2,981019515,Drop Dead Gorgeous (1999),Comedy
1447,2571,5,981020417,"Matrix, The (1999)",Action|Sci-Fi|Thriller
1447,2717,3,981017743,Ghostbusters II (1989),Comedy|Horror
1448,3505,4,976570071,No Way Out (1987),Thriller
1448,2702,5,976126119,Summer of Sam (1999),Drama
1448,2701,1,976130543,Wild Wild West (1999),Action|Sci-Fi|Western
1449,1911,2,976908782,Doctor Dolittle (1998),Comedy
1449,3504,4,976737018,Network (1976),Comedy|Drama
1449,3360,3,975518458,Hoosiers (1986),Drama
1450,3189,4,974769843,My Dog Skip (1999),Comedy
1450,2390,3,974768285,Little Voice (1998),Comedy
1450,2539,2,974769659,Analyze This (1999),Comedy
1451,1747,4,974764679,Wag the Dog (1997),Comedy|Drama
1451,3507,4,974764596,"Odd Couple, The (1968)",Comedy
1451,1748,3,974763096,Dark City (1998),Film-Noir|Sci-Fi|Thriller
1452,1961,4,974756416,Rain Man (1988),Drama
1452,371,5,974756416,"Paper, The (1994)",Comedy|Drama
1452,527,3,974756343,Schindler's List (1993),Drama|War
1453,1091,3,974756364,Weekend at Bernie's (1989),Comedy
1453,361,4,974756325,It Could Happen to You (1994),Drama|Romance
1453,2770,2,974757066,Bowfinger (1999),Comedy
1454,647,3,974757129,Courage Under Fire (1996),Drama|War
1454,2028,5,974757024,Saving Private Ryan (1998),Action|Drama|War
1454,527,5,974757024,Schindler's List (1993),Drama|War
1455,301,3,974757597,Picture Bride (1995),Drama|Romance
1455,25,4,974757463,Leaving Las Vegas (1995),Drama|Romance
1455,17,5,974757463,Sense and Sensibility (1995),Drama|Romance
1456,50,5,974756550,"Usual Suspects, The (1995)",Crime|Thriller
1456,527,4,974756239,Schindler's List (1993),Drama|War
1456,1036,5,974756895,Die Hard (1988),Action|Thriller
1457,3360,5,983497554,Hoosiers (1986),Drama
1457,150,5,983497163,Apollo 13 (1995),Drama
1457,3510,5,974757779,Frequency (2000),Drama|Thriller
1458,1721,2,998066577,Titanic (1997),Drama|Romance
1458,2580,4,998067086,Go (1999),Crime
1458,150,4,998066562,Apollo 13 (1995),Drama
1459,2369,2,974755507,Desperately Seeking Susan (1985),Comedy|Romance
1459,2028,5,974755507,Saving Private Ryan (1998),Action|Drama|War
1459,514,5,974842380,"Ref, The (1994)",Comedy
1460,3512,4,974756242,Return to Me (2000),Drama|Romance
1460,2571,5,974755976,"Matrix, The (1999)",Action|Sci-Fi|Thriller
1460,3535,1,974774516,American Psycho (2000),Comedy|Horror|Thriller
1461,3926,5,974756468,Voyage to the Bottom of the Sea (1961),Adventure|Sci-Fi
1461,1729,5,974755024,Jackie Brown (1997),Crime|Drama
1461,110,3,974755888,Braveheart (1995),Action|Drama|War
1462,3897,5,974754934,Almost Famous (2000),Comedy|Drama
1462,3555,3,974755205,U-571 (2000),Action|Thriller
1462,1544,3,974755286,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller
1463,2533,3,1007677621,Escape from the Planet of the Apes (1971),Action|Sci-Fi
1463,2393,3,1007677674,Star Trek: Insurrection (1998),Action|Sci-Fi
1463,2396,4,1007678909,Shakespeare in Love (1998),Comedy|Romance
1464,3361,4,974756770,Bull Durham (1988),Comedy
1464,1909,4,974754880,"X-Files: Fight the Future, The (1998)",Mystery|Sci-Fi|Thriller
1464,1912,3,974755803,Out of Sight (1998),Action|Crime|Romance
1465,3366,4,974766925,Where Eagles Dare (1969),Action|Adventure|War
1465,3364,4,974767338,"Asphalt Jungle, The (1950)",Crime|Film-Noir
1465,2565,5,974767278,"King and I, The (1956)",Musical
1466,2709,4,974756097,Muppets From Space (1999),Children's|Comedy
1466,1912,5,974756355,Out of Sight (1998),Action|Crime|Romance
1466,2571,5,974756355,"Matrix, The (1999)",Action|Sci-Fi|Thriller
1467,1923,4,974753428,There's Something About Mary (1998),Comedy
1467,3361,5,976549985,Bull Durham (1988),Comedy
1467,2724,4,977173878,Runaway Bride (1999),Comedy|Romance
1468,10,4,974753990,GoldenEye (1995),Action|Adventure|Thriller
1468,1769,2,974754428,"Replacement Killers, The (1998)",Action|Thriller
1468,1912,3,974753628,Out of Sight (1998),Action|Crime|Romance
1469,3114,5,974769891,Toy Story 2 (1999),Animation|Children's|Comedy
1469,2300,5,974769783,"Producers, The (1968)",Comedy|Musical
1469,480,3,974753085,Jurassic Park (1993),Action|Adventure|Sci-Fi
1470,1580,5,974753347,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi
1470,2523,1,974915433,Rollercoaster (1977),Drama|Thriller
1470,1721,4,974838420,Titanic (1997),Drama|Romance
1471,3863,3,974753213,"Cell, The (2000)",Sci-Fi|Thriller
1471,3897,5,974753160,Almost Famous (2000),Comedy|Drama
1471,3300,4,974753420,Pitch Black (2000),Action|Sci-Fi
1472,306,3,974753235,Three Colors: Red (1994),Drama
1472,3527,4,974767792,Predator (1987),Action|Sci-Fi|Thriller
1472,168,1,974768713,First Knight (1995),Action|Adventure|Drama|Romance
1473,145,2,974754489,Bad Boys (1995),Action
1473,153,3,974757880,Batman Forever (1995),Action|Adventure|Comedy|Crime
1473,3366,3,974753934,Where Eagles Dare (1969),Action|Adventure|War
1474,300,3,975100101,Quiz Show (1994),Drama
1474,2710,1,974753419,"Blair Witch Project, The (1999)",Horror
1474,2712,5,974753966,Eyes Wide Shut (1999),Drama
1475,25,5,974755298,Leaving Las Vegas (1995),Drama|Romance
1475,318,5,974754515,"Shawshank Redemption, The (1994)",Drama
1475,1957,5,974754619,Chariots of Fire (1981),Drama
1476,34,5,974753317,Babe (1995),Children's|Comedy|Drama
1476,1029,4,974752825,Dumbo (1941),Animation|Children's|Musical
